,Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50,EMA_20
1659,2024-08-07T00:00:00.000,163.24000549316406,164.7899932861328,160.24000549316406,160.75,160.75,19334200,175.35399932861327,178.79360015869142,172.66937662803096
1660,2024-08-08T00:00:00.000,162.343994140625,165.5,162.02999877929688,163.83999633789062,163.83999633789062,15733600,174.1809989929199,178.51,171.82848326706522
1661,2024-08-09T00:00:00.000,161.64500427246094,165.52000427246094,160.92999267578125,165.38999938964844,165.38999938964844,13549200,173.1114990234375,178.26980010986327,171.21529432635887
1662,2024-08-12T00:00:00.000,165.9949951171875,166.6999969482422,163.5500030517578,163.9499969482422,163.9499969482422,12435000,171.8994987487793,178.07760009765624,170.52336124272873
1663,2024-08-13T00:00:00.000,165.18499755859375,166.5399932861328,164.77000427246094,165.92999267578125,165.92999267578125,12681100,170.92099838256837,177.91699981689453,170.0858975696861
